,"{pod=""blackbox-node1-prometheus-blackbox-exporter-6d86b6b49c-sb8pw""}","{pod=""blackbox-node2-prometheus-blackbox-exporter-58d4865fdc-pffcn""}","{pod=""blackbox-node3-prometheus-blackbox-exporter-5f7b6d758-kswpr""}","{pod=""blackbox-node4-prometheus-blackbox-exporter-5f89b79b4-r4d7j""}","{pod=""blackbox-node5-prometheus-blackbox-exporter-5cd7c5ccbd-gcrt7""}","{pod=""deployment-deployer-7778b878f9-6vdvf""}","{pod=""deployment-deployer-7778b878f9-878wz""}","{pod=""deployment-optimizer-5ff457c9cc-bk2p5""}","{pod=""deployment-optimizer-5ff457c9cc-pcb2n""}","{pod=""deployment-ricplt-a1mediator-76c7f6dcb4-zg85q""}","{pod=""deployment-ricplt-a1mediator-78fbf479cc-l25xt""}","{pod=""deployment-ricplt-a1mediator-79f4db9784-nn8cm""}","{pod=""deployment-ricplt-alarmmanager-7c49487bcd-5jb27""}","{pod=""deployment-ricplt-alarmmanager-8645bb7fd5-jcg9l""}","{pod=""deployment-ricplt-alarmmanager-866b4bf58b-xtdqd""}","{pod=""deployment-ricplt-appmgr-5549c4bd8c-9l9l4""}","{pod=""deployment-ricplt-appmgr-64f57d9f7b-slxr5""}","{pod=""deployment-ricplt-appmgr-85d8dc4cfb-m896q""}","{pod=""deployment-ricplt-e2mgr-7474d7996f-c8lgd""}","{pod=""deployment-ricplt-e2mgr-8b6bdc696-jqsjq""}","{pod=""deployment-ricplt-e2mgr-b5584d8d5-g59k5""}","{pod=""deployment-ricplt-e2term-opt-e2term-node2-alpha-67db65dd8bbph6s""}","{pod=""deployment-ricplt-e2term-opt-e2term-node2-alpha-67db65dd8bwjmdl""}","{pod=""deployment-ricplt-e2term-opt-e2term-node3-alpha-759647dfbffcdtz""}","{pod=""deployment-ricplt-e2term-opt-e2term-node3-alpha-759647dfbfgs4ql""}","{pod=""deployment-ricplt-e2term-opt-e2term-node4-alpha-84ffb664f6nf4sr""}","{pod=""deployment-ricplt-e2term-opt-e2term-node4-alpha-84ffb664f6vqczl""}","{pod=""deployment-ricplt-e2term-opt-e2term-node5-alpha-6c9555699-gxd7g""}","{pod=""deployment-ricplt-e2term-opt-e2term-node5-alpha-6c9555699-s68x9""}","{pod=""deployment-ricplt-o1mediator-7f574b7d5f-dwvrp""}","{pod=""deployment-ricplt-o1mediator-c7bc47bb4-9tkmq""}","{pod=""deployment-ricplt-rtmgr-5c77cff858-zv8f9""}","{pod=""deployment-ricplt-rtmgr-fb5798778-hhlh8""}","{pod=""deployment-ricplt-submgr-5bdcb49d87-p9zgz""}","{pod=""deployment-ricplt-submgr-7675dbfd8b-mcf9w""}","{pod=""deployment-ricplt-submgr-bb874c9db-76xz5""}","{pod=""deployment-ricplt-vespamgr-555b7585d9-6sjqh""}","{pod=""deployment-ricplt-vespamgr-64fdb8d58d-wsk2c""}","{pod=""deployment-tiller-ricxapp-6ff54cb9c-vw7f9""}","{pod=""node-exporter-prometheus-node-exporter-gcskn""}","{pod=""node-exporter-prometheus-node-exporter-jsm7h""}","{pod=""node-exporter-prometheus-node-exporter-mp29z""}","{pod=""node-exporter-prometheus-node-exporter-tnfq8""}","{pod=""node-exporter-prometheus-node-exporter-wmpr2""}","{pod=""opt1-e2sim-node2-e2sim-helm-5d65dfdc74-c7n86""}","{pod=""opt1-e2sim-node3-e2sim-helm-687bf848b4-fxj7k""}","{pod=""opt1-e2sim-node4-e2sim-helm-785d755b9d-dfhth""}","{pod=""opt1-e2sim-node5-e2sim-helm-6666df6d44-7df5c""}","{pod=""opt2-e2sim-node2-e2sim-helm-d5974c75b-9fd4m""}","{pod=""opt2-e2sim-node3-e2sim-helm-7b87749554-tf9mx""}","{pod=""opt2-e2sim-node4-e2sim-helm-654f5cf45b-dpm25""}","{pod=""opt2-e2sim-node5-e2sim-helm-6fcf4959c6-9qvmr""}","{pod=""r4-infrastructure-kong-57684789c7-b9kpf""}","{pod=""r4-infrastructure-prometheus-alertmanager-6d6d49b774-v8sc4""}","{pod=""r4-infrastructure-prometheus-server-5b6c9fd9c4-5nljn""}","{pod=""ricxapp-opt1-xapp1-node2-e22-7577b49cd-2x6tk""}","{pod=""ricxapp-opt1-xapp1-node3-e23-7b8f9478f8-pgdh6""}","{pod=""ricxapp-opt1-xapp1-node4-e24-fd79d569d-rmfdr""}","{pod=""ricxapp-opt1-xapp1-node5-e25-594f44cd4b-nt4ml""}","{pod=""ricxapp-opt2-xapp1-node2-e22-6b65dcfcf4-mdcpq""}","{pod=""ricxapp-opt2-xapp1-node3-e23-5f4c8f6c58-rg28w""}","{pod=""ricxapp-opt2-xapp1-node4-e24-54b869bc8-rdkjf""}","{pod=""ricxapp-opt2-xapp1-node5-e25-56dbfdffbb-pxjcw""}","{pod=""statefulset-ricplt-dbaas-server-0""}"
2022-11-08 00:31:30,52502528.0,38510592.0,37187584.0,36454400.0,33628160.0,272048128.0,269705216.0,403505152.0,415203328.0,,348131328.0,135348224.0,,30212096.0,,58544128.0,,,,24801280.0,22958080.0,54292480.0,,43737088.0,,43565056.0,,,43868160.0,82067456.0,,,39604224.0,35700736.0,,,,47935488.0,17784832.0,42622976.0,31617024.0,32509952.0,29306880.0,52514816.0,4734976.0,4497408.0,5115904.0,4497408.0,,,,,1168179200.0,53288960.0,3307769856.0,28868608.0,29347840.0,28844032.0,29810688.0,,,,,14925824.0
2022-11-08 00:31:31,52502528.0,37990400.0,37187584.0,36454400.0,33628160.0,272048128.0,269705216.0,403505152.0,415203328.0,,348131328.0,135348224.0,,30212096.0,,58544128.0,,,,24801280.0,22958080.0,54292480.0,,43737088.0,,43565056.0,,,43868160.0,82067456.0,,,39604224.0,35700736.0,,,,47935488.0,17784832.0,42622976.0,31617024.0,32509952.0,29306880.0,52514816.0,4734976.0,4542464.0,5115904.0,4497408.0,,,,,1168179200.0,53288960.0,3307769856.0,28868608.0,29347840.0,28844032.0,29868032.0,,,,,14925824.0
2022-11-08 00:31:32,52502528.0,37990400.0,37187584.0,36454400.0,33628160.0,272048128.0,269803520.0,403505152.0,415203328.0,,348131328.0,135348224.0,,30212096.0,,58544128.0,,,,24801280.0,22958080.0,54292480.0,,43737088.0,,43565056.0,,,43868160.0,82067456.0,,,39604224.0,35700736.0,,,,47935488.0,17784832.0,42622976.0,31617024.0,32092160.0,29306880.0,52514816.0,4734976.0,4542464.0,5115904.0,4534272.0,,,,,1168179200.0,53288960.0,3307769856.0,29057024.0,29347840.0,28844032.0,29868032.0,,,,,14925824.0
2022-11-08 00:31:33,52502528.0,37990400.0,37187584.0,36454400.0,33628160.0,272048128.0,269803520.0,403505152.0,415203328.0,,348131328.0,135348224.0,,30212096.0,,58490880.0,,,,24801280.0,22958080.0,54292480.0,,43737088.0,,43565056.0,,,43868160.0,82067456.0,,,39604224.0,35700736.0,,,,47935488.0,17784832.0,42622976.0,31617024.0,30330880.0,29306880.0,52514816.0,4734976.0,4542464.0,5115904.0,4534272.0,,,,,1168171008.0,53288960.0,3307769856.0,29057024.0,29347840.0,28884992.0,29868032.0,,,,,14925824.0
2022-11-08 00:31:34,52502528.0,37990400.0,37187584.0,36454400.0,33628160.0,272048128.0,269803520.0,403505152.0,415203328.0,,348131328.0,135348224.0,,30212096.0,,58490880.0,,,,24801280.0,22958080.0,54292480.0,,43737088.0,,43565056.0,,,43868160.0,82067456.0,,,39604224.0,35700736.0,,,,47935488.0,17784832.0,42622976.0,31617024.0,30330880.0,29306880.0,52514816.0,4734976.0,4542464.0,5115904.0,4534272.0,,,,,1168171008.0,53288960.0,3307769856.0,29057024.0,29347840.0,28884992.0,29917184.0,,,,,14925824.0
2022-11-08 00:31:35,52502528.0,37990400.0,36823040.0,36454400.0,33628160.0,272048128.0,269803520.0,403505152.0,415203328.0,,348131328.0,93413376.0,,30212096.0,,58490880.0,,,,24801280.0,22958080.0,54292480.0,,43737088.0,,43565056.0,,,43868160.0,82067456.0,,,39604224.0,35700736.0,,,,47935488.0,17784832.0,42622976.0,31617024.0,30330880.0,29306880.0,52514816.0,4734976.0,4542464.0,5115904.0,4534272.0,,,,,1168171008.0,53288960.0,3307769856.0,29057024.0,29409280.0,28884992.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:36,49971200.0,37990400.0,36823040.0,36454400.0,33628160.0,272048128.0,269803520.0,403488768.0,415203328.0,,348131328.0,93413376.0,,30212096.0,,58490880.0,,,,24883200.0,22958080.0,54292480.0,,43737088.0,,43565056.0,,,43884544.0,82067456.0,,,39604224.0,35700736.0,,,,47968256.0,17784832.0,42430464.0,31617024.0,30330880.0,29614080.0,52514816.0,4734976.0,4542464.0,5115904.0,4534272.0,,,,,1168162816.0,53288960.0,3307769856.0,29102080.0,29450240.0,28884992.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:37,49971200.0,37990400.0,36691968.0,36454400.0,34013184.0,272048128.0,269803520.0,403488768.0,415203328.0,,348131328.0,93413376.0,,30212096.0,,58490880.0,,,,24883200.0,22958080.0,54292480.0,,43737088.0,,43565056.0,,,43884544.0,82067456.0,,,39604224.0,35700736.0,,,,47968256.0,17784832.0,42430464.0,31617024.0,30330880.0,29614080.0,52514816.0,4734976.0,4542464.0,5115904.0,4534272.0,,,,,1168162816.0,53288960.0,3310153728.0,29102080.0,29450240.0,28884992.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:38,49971200.0,37470208.0,36691968.0,36454400.0,34013184.0,272048128.0,269803520.0,403488768.0,415203328.0,,86712320.0,93413376.0,,30212096.0,,58486784.0,,,,24883200.0,22958080.0,54300672.0,,43737088.0,,43565056.0,,,43884544.0,82067456.0,,,39526400.0,35700736.0,,,,47968256.0,17784832.0,42266624.0,31617024.0,30330880.0,29614080.0,52514816.0,4734976.0,4542464.0,5058560.0,4534272.0,,,,,1168162816.0,53288960.0,3310153728.0,29102080.0,29450240.0,28884992.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:39,49971200.0,37470208.0,36691968.0,34828288.0,34013184.0,272048128.0,269803520.0,403488768.0,415203328.0,,86712320.0,93413376.0,,30212096.0,,58486784.0,,,,24883200.0,22958080.0,54300672.0,,43737088.0,,43565056.0,,,43888640.0,82067456.0,,,39526400.0,35700736.0,,,,47968256.0,17784832.0,42266624.0,31408128.0,30330880.0,31662080.0,52514816.0,4734976.0,4653056.0,5058560.0,4534272.0,,,,,1168162816.0,53288960.0,3314720768.0,29102080.0,29450240.0,28884992.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:40,49971200.0,37470208.0,36691968.0,34947072.0,34013184.0,272048128.0,269893632.0,403488768.0,415203328.0,,86712320.0,93458432.0,,30212096.0,,58486784.0,,,,24883200.0,22958080.0,54300672.0,,43737088.0,,43565056.0,,,43888640.0,82067456.0,,,39526400.0,35700736.0,,,,47968256.0,17784832.0,42266624.0,33009664.0,30330880.0,31662080.0,52527104.0,4734976.0,4653056.0,5058560.0,4583424.0,,,,,1168162816.0,53288960.0,3314720768.0,29102080.0,29450240.0,28884992.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:41,49971200.0,37470208.0,36691968.0,34947072.0,34013184.0,272048128.0,269893632.0,403488768.0,415203328.0,,86712320.0,93458432.0,,30212096.0,,58486784.0,,,,24883200.0,22958080.0,54300672.0,,43737088.0,,43565056.0,,,43888640.0,82067456.0,,,39526400.0,35700736.0,,,,47968256.0,17784832.0,42266624.0,33009664.0,30330880.0,31662080.0,52555776.0,4771840.0,4653056.0,5058560.0,4583424.0,,,,,1168162816.0,53288960.0,3314720768.0,29102080.0,29450240.0,28884992.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:42,48345088.0,38555648.0,36691968.0,34947072.0,33701888.0,272048128.0,269893632.0,403488768.0,415203328.0,,86712320.0,93233152.0,,30212096.0,,58486784.0,,,,24965120.0,22958080.0,54300672.0,,43737088.0,,43565056.0,,,43888640.0,82067456.0,,,39526400.0,35700736.0,,,,47968256.0,17784832.0,42266624.0,33009664.0,30330880.0,31662080.0,52555776.0,4771840.0,4653056.0,5058560.0,4583424.0,,,,,1168162816.0,53288960.0,3314720768.0,29102080.0,29450240.0,28884992.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:43,48345088.0,38555648.0,36691968.0,34947072.0,33701888.0,272048128.0,269893632.0,403488768.0,415203328.0,,86712320.0,93233152.0,,30212096.0,,58486784.0,,,,24965120.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43888640.0,82067456.0,,,39526400.0,35700736.0,,,,47968256.0,17784832.0,42266624.0,33009664.0,30330880.0,31662080.0,52555776.0,4771840.0,4653056.0,5058560.0,4583424.0,,,,,1168162816.0,53288960.0,3314720768.0,29102080.0,29450240.0,28884992.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:44,48345088.0,38555648.0,36691968.0,34947072.0,33701888.0,272048128.0,269905920.0,403488768.0,415203328.0,,86712320.0,93233152.0,,30212096.0,,58486784.0,,,,24965120.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43888640.0,82055168.0,,,39526400.0,35700736.0,,,,47976448.0,17784832.0,42266624.0,33009664.0,30810112.0,31662080.0,52555776.0,4771840.0,4653056.0,5058560.0,4583424.0,,,,,1168162816.0,53288960.0,3314720768.0,29102080.0,29450240.0,28925952.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:45,48345088.0,38555648.0,36691968.0,34947072.0,33701888.0,272048128.0,269905920.0,403488768.0,415203328.0,,86712320.0,93233152.0,,30212096.0,,58486784.0,,,,24965120.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43888640.0,82055168.0,,,39526400.0,35700736.0,,,,47976448.0,17784832.0,42266624.0,33009664.0,30810112.0,31662080.0,52555776.0,4771840.0,4685824.0,5058560.0,4616192.0,,,,,1168158720.0,53288960.0,3314720768.0,29102080.0,29450240.0,28925952.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:46,48345088.0,38555648.0,36691968.0,34947072.0,33701888.0,272048128.0,269905920.0,403488768.0,415203328.0,,86712320.0,93233152.0,,30212096.0,,58486784.0,,,,24965120.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43888640.0,82055168.0,,,39526400.0,35700736.0,,,,47976448.0,17784832.0,42266624.0,33009664.0,30810112.0,31662080.0,52555776.0,4771840.0,4685824.0,5058560.0,4616192.0,,,,,1168158720.0,53288960.0,3314720768.0,29016064.0,29450240.0,28925952.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:47,48345088.0,38555648.0,36691968.0,34947072.0,33701888.0,272048128.0,269905920.0,403488768.0,415203328.0,,86712320.0,93233152.0,,30212096.0,,58486784.0,,,,24965120.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43888640.0,82055168.0,,,39526400.0,35700736.0,,,,47976448.0,17784832.0,42266624.0,33009664.0,30810112.0,31662080.0,52555776.0,4771840.0,4685824.0,5058560.0,4616192.0,,,,,1168150528.0,53288960.0,3314720768.0,29016064.0,29450240.0,28925952.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:48,48345088.0,38555648.0,36175872.0,34947072.0,33701888.0,272048128.0,269905920.0,403488768.0,415203328.0,,86712320.0,93233152.0,,30212096.0,,58486784.0,,,,24973312.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43888640.0,82055168.0,,,39526400.0,35700736.0,,,,47976448.0,17784832.0,42569728.0,33009664.0,30810112.0,31662080.0,52555776.0,4812800.0,4685824.0,5009408.0,4616192.0,,,,,1168150528.0,53288960.0,3319353344.0,29016064.0,29450240.0,28925952.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:49,48345088.0,38555648.0,36175872.0,34947072.0,33701888.0,272048128.0,269905920.0,403488768.0,415203328.0,,86712320.0,93233152.0,,30306304.0,,58486784.0,,,,24973312.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43888640.0,82055168.0,,,39526400.0,35700736.0,,,,47976448.0,17784832.0,42569728.0,33009664.0,31715328.0,31662080.0,52555776.0,4812800.0,4685824.0,5009408.0,4616192.0,,,,,1168150528.0,53288960.0,3319353344.0,29016064.0,29495296.0,28925952.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:50,52523008.0,38555648.0,36175872.0,34947072.0,33701888.0,272048128.0,269905920.0,403468288.0,415203328.0,,86712320.0,93233152.0,,30306304.0,,58486784.0,,,,24973312.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43888640.0,82055168.0,,,39526400.0,35823616.0,,,,47976448.0,17784832.0,42569728.0,33009664.0,31715328.0,31662080.0,52555776.0,4812800.0,4685824.0,5009408.0,4616192.0,,,,,1168150528.0,53288960.0,3319353344.0,29016064.0,29495296.0,28925952.0,29917184.0,,,,,14573568.0
2022-11-08 00:31:51,52523008.0,38555648.0,36175872.0,34947072.0,33701888.0,272048128.0,269905920.0,403468288.0,415203328.0,,86712320.0,93233152.0,,30306304.0,,58486784.0,,,,24973312.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43888640.0,82055168.0,,,39526400.0,35823616.0,,,,47976448.0,17784832.0,42569728.0,33009664.0,31715328.0,31662080.0,52555776.0,4812800.0,4685824.0,5009408.0,4616192.0,,,,,1168150528.0,53288960.0,3321118720.0,29016064.0,29495296.0,28983296.0,29982720.0,,,,,14573568.0
2022-11-08 00:31:52,52523008.0,38555648.0,36175872.0,36225024.0,33701888.0,272048128.0,269905920.0,403468288.0,415203328.0,,86712320.0,93233152.0,,30306304.0,,58028032.0,,,,24981504.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43900928.0,82055168.0,,,39526400.0,35823616.0,,,,48066560.0,17784832.0,42569728.0,33218560.0,31715328.0,29466624.0,52555776.0,4837376.0,4685824.0,5009408.0,4616192.0,,,,,1168150528.0,53288960.0,3321118720.0,29016064.0,29495296.0,28983296.0,30044160.0,,,,,14573568.0
2022-11-08 00:31:53,52523008.0,38555648.0,36175872.0,36225024.0,33701888.0,272048128.0,269905920.0,403468288.0,415203328.0,,86712320.0,93233152.0,,30306304.0,,57602048.0,,,,24981504.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43900928.0,82055168.0,,,39526400.0,35823616.0,,,,48066560.0,17784832.0,42213376.0,33218560.0,31715328.0,29466624.0,52555776.0,4837376.0,4685824.0,5009408.0,4616192.0,,,,,1168150528.0,53288960.0,3321118720.0,29016064.0,29495296.0,28983296.0,30044160.0,,,,,14573568.0
2022-11-08 00:31:54,52523008.0,38555648.0,36175872.0,36225024.0,33701888.0,272048128.0,269905920.0,403468288.0,415203328.0,,86712320.0,93233152.0,,30306304.0,,57602048.0,,,,24981504.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43913216.0,82100224.0,,,39526400.0,35823616.0,,,,48066560.0,17784832.0,42213376.0,30015488.0,31715328.0,29466624.0,52555776.0,4837376.0,4685824.0,5009408.0,4616192.0,,,,,1168150528.0,53288960.0,3321118720.0,29016064.0,29495296.0,28983296.0,30044160.0,,,,,14573568.0
2022-11-08 00:31:55,52523008.0,39071744.0,36175872.0,37797888.0,33701888.0,272048128.0,269905920.0,403468288.0,415203328.0,,86712320.0,93360128.0,,30441472.0,,57602048.0,,,,24981504.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43913216.0,82100224.0,,,39526400.0,35823616.0,,,,48218112.0,17784832.0,42213376.0,30015488.0,31715328.0,29466624.0,52555776.0,4837376.0,4685824.0,5009408.0,4616192.0,,,,,1168150528.0,53288960.0,3321118720.0,29208576.0,29597696.0,28983296.0,30044160.0,,,,,14573568.0
2022-11-08 00:31:56,52523008.0,39071744.0,36921344.0,37797888.0,33701888.0,272048128.0,269905920.0,403468288.0,415203328.0,,86712320.0,93212672.0,,30441472.0,,57602048.0,,,,24981504.0,22958080.0,54304768.0,,43737088.0,,43565056.0,,,43913216.0,82100224.0,,,36376576.0,35979264.0,,,,48218112.0,17784832.0,42213376.0,30015488.0,30351360.0,30490624.0,48689152.0,4837376.0,4644864.0,5136384.0,4677632.0,,,,,1168150528.0,53288960.0,3321118720.0,29208576.0,29597696.0,28983296.0,30044160.0,,,,,14573568.0
2022-11-08 00:31:57,52523008.0,39071744.0,36921344.0,37797888.0,32342016.0,272048128.0,269955072.0,403468288.0,415203328.0,,86712320.0,93212672.0,,30441472.0,,57602048.0,,,,24981504.0,22958080.0,54308864.0,,43737088.0,,43565056.0,,,43913216.0,82100224.0,,,36376576.0,35979264.0,,,,48218112.0,17784832.0,42213376.0,30015488.0,30351360.0,30490624.0,48689152.0,4837376.0,4644864.0,5136384.0,4677632.0,,,,,1168150528.0,53288960.0,3321118720.0,29208576.0,29597696.0,29028352.0,30044160.0,,,,,14573568.0
2022-11-08 00:31:58,52756480.0,39071744.0,36921344.0,37797888.0,32342016.0,272048128.0,269955072.0,403468288.0,415203328.0,,86712320.0,93212672.0,,30441472.0,,57602048.0,,,,24981504.0,21938176.0,54312960.0,,43737088.0,,43573248.0,,,43913216.0,82100224.0,,,36376576.0,35979264.0,,,,48218112.0,17784832.0,42213376.0,30015488.0,30351360.0,30490624.0,48689152.0,4837376.0,4644864.0,5136384.0,4677632.0,,,,,1168150528.0,53288960.0,3321118720.0,29208576.0,29597696.0,29028352.0,30044160.0,,,,,14573568.0
2022-11-08 00:31:59,52756480.0,39071744.0,36921344.0,37797888.0,32669696.0,272048128.0,269955072.0,403435520.0,415203328.0,,86712320.0,93212672.0,,30441472.0,,57602048.0,,,,24981504.0,21938176.0,54312960.0,,43737088.0,,43581440.0,,,43913216.0,82100224.0,,,36376576.0,35979264.0,,,,48218112.0,17784832.0,42213376.0,30015488.0,30351360.0,30490624.0,48689152.0,4837376.0,4644864.0,5246976.0,4677632.0,,,,,1168142336.0,53288960.0,3321118720.0,29253632.0,29597696.0,29028352.0,30044160.0,,,,,14594048.0
2022-11-08 00:32:00,52756480.0,39071744.0,36921344.0,37797888.0,32669696.0,272048128.0,269991936.0,403435520.0,415203328.0,,40550400.0,93212672.0,,30441472.0,,57602048.0,,,,24981504.0,21938176.0,54312960.0,,43737088.0,,43581440.0,,,43913216.0,82100224.0,,,36376576.0,35979264.0,,,,48218112.0,17784832.0,42213376.0,30015488.0,30351360.0,30490624.0,48689152.0,4837376.0,4677632.0,5246976.0,4677632.0,,,,,1168142336.0,53288960.0,3321118720.0,29253632.0,29597696.0,29028352.0,30044160.0,,,,,14594048.0
2022-11-08 00:32:01,52756480.0,39071744.0,36921344.0,37797888.0,32669696.0,272048128.0,269991936.0,403423232.0,415203328.0,,40550400.0,93212672.0,,30441472.0,,57602048.0,,,,24981504.0,21938176.0,54312960.0,,43737088.0,,43581440.0,,,43913216.0,82100224.0,,,36376576.0,35979264.0,,,,48218112.0,17784832.0,42213376.0,30015488.0,30351360.0,30490624.0,48689152.0,4870144.0,4677632.0,5246976.0,4677632.0,,,,,1168138240.0,53288960.0,3321118720.0,29253632.0,29597696.0,29028352.0,30044160.0,,,,,14594048.0
2022-11-08 00:32:02,52756480.0,38174720.0,36921344.0,37797888.0,32669696.0,272048128.0,269991936.0,403423232.0,415203328.0,,40550400.0,93212672.0,,30441472.0,,57602048.0,,,,24981504.0,21938176.0,54312960.0,,43737088.0,,43581440.0,,,43913216.0,82137088.0,,,36376576.0,35979264.0,,,,48218112.0,17784832.0,42213376.0,30015488.0,30351360.0,30490624.0,48689152.0,4870144.0,4677632.0,5246976.0,4677632.0,,,,,1168138240.0,53288960.0,3321118720.0,29253632.0,29597696.0,29028352.0,30044160.0,,,,,14594048.0
2022-11-08 00:32:03,52756480.0,38174720.0,36921344.0,37797888.0,32669696.0,272048128.0,269991936.0,403423232.0,415203328.0,,40550400.0,93212672.0,,30441472.0,,57602048.0,,,,24981504.0,21938176.0,54312960.0,,43737088.0,,43581440.0,,,43917312.0,82137088.0,,,36376576.0,35979264.0,,,,48218112.0,17784832.0,39247872.0,30015488.0,30351360.0,30490624.0,48689152.0,4870144.0,4677632.0,5246976.0,4677632.0,,,,,1168138240.0,53288960.0,3321118720.0,29253632.0,29597696.0,29028352.0,30044160.0,,,,,14594048.0
2022-11-08 00:32:04,52756480.0,38174720.0,36921344.0,37797888.0,32669696.0,272048128.0,269991936.0,403423232.0,415203328.0,,39550976.0,93212672.0,,30441472.0,,57602048.0,,,,24981504.0,5894144.0,54312960.0,,43737088.0,,43581440.0,,,43917312.0,82137088.0,,,36376576.0,35979264.0,,,,48218112.0,17784832.0,38772736.0,32448512.0,31690752.0,30490624.0,48689152.0,4870144.0,4677632.0,5246976.0,4677632.0,,,,,1168138240.0,53288960.0,3321118720.0,29253632.0,29597696.0,29028352.0,30044160.0,,,,,14610432.0
2022-11-08 00:32:05,52756480.0,38174720.0,36921344.0,37797888.0,32669696.0,272048128.0,269991936.0,403423232.0,415203328.0,,39550976.0,93212672.0,,30441472.0,,57602048.0,,,,24989696.0,5894144.0,54312960.0,,43737088.0,,43581440.0,,,43917312.0,82137088.0,,,36376576.0,35979264.0,,,,48386048.0,17784832.0,38772736.0,32448512.0,31690752.0,30490624.0,48689152.0,4870144.0,4677632.0,5246976.0,4677632.0,,,,,1168138240.0,53288960.0,3321118720.0,29253632.0,29597696.0,29028352.0,30044160.0,,,,,14610432.0
2022-11-08 00:32:06,52756480.0,38174720.0,38948864.0,37797888.0,32669696.0,272048128.0,269991936.0,403423232.0,415203328.0,,39550976.0,93212672.0,,30441472.0,,57602048.0,,,,24989696.0,5894144.0,54312960.0,,43737088.0,,43581440.0,,,43917312.0,82137088.0,,,36376576.0,36061184.0,,,,48386048.0,17784832.0,38772736.0,32448512.0,31690752.0,33370112.0,48689152.0,4870144.0,4677632.0,5246976.0,4677632.0,,,,,1168138240.0,53288960.0,3321290752.0,29253632.0,29696000.0,29028352.0,30044160.0,,,,,14610432.0
2022-11-08 00:32:07,52756480.0,38174720.0,38948864.0,37797888.0,32669696.0,272048128.0,269991936.0,403423232.0,415203328.0,,,93212672.0,,30441472.0,,57552896.0,,,,24989696.0,5894144.0,54312960.0,,43737088.0,,43581440.0,,,43917312.0,82128896.0,,,36376576.0,36061184.0,,,,48386048.0,17784832.0,38772736.0,32448512.0,31690752.0,33370112.0,48689152.0,4870144.0,4677632.0,5246976.0,4677632.0,,,,,1168138240.0,53288960.0,3321290752.0,29167616.0,29696000.0,29028352.0,30044160.0,,,,,14610432.0
2022-11-08 00:32:08,52756480.0,38174720.0,38948864.0,37797888.0,32669696.0,272048128.0,269991936.0,403423232.0,415203328.0,,,93212672.0,,30482432.0,,57552896.0,,,,24989696.0,5894144.0,54312960.0,,43749376.0,,43581440.0,,,43917312.0,82128896.0,,,36376576.0,36061184.0,,,,48386048.0,17784832.0,38772736.0,33107968.0,31690752.0,33370112.0,48689152.0,4870144.0,4677632.0,5246976.0,4677632.0,,,,,1168138240.0,53288960.0,3321266176.0,29167616.0,29696000.0,29028352.0,30093312.0,,,,,14610432.0
2022-11-08 00:32:09,52756480.0,38174720.0,38641664.0,37797888.0,32669696.0,272048128.0,269991936.0,403423232.0,415203328.0,,,93212672.0,,30482432.0,,57552896.0,,,,24989696.0,,54312960.0,,43749376.0,,43581440.0,,,43917312.0,82128896.0,,,36376576.0,36061184.0,,,,48386048.0,17784832.0,38772736.0,33107968.0,32268288.0,33370112.0,48689152.0,4907008.0,4677632.0,5246976.0,4677632.0,,,,,1168138240.0,53288960.0,3321266176.0,29167616.0,29696000.0,29028352.0,30150656.0,,,,,14610432.0
